,data,target
216,"So, according to Faggioli, <BOS> the same Pope who sacks conservative bishops and cardinals according to his pleasure and has just removed a cardinal from the College of Cardinals in an unprecedented disciplinary act under fire from the media, is somehow powerless to dismiss Modernist bishops who have created an obscene “gay culture” in the Church and replace them with orthodox, normal heterosexual males <EOS>. ",0
217,Orban is <BOS> openly Christian <EOS> and seems to understand something that many do not and that is you do not allow a wholesale flood of antichrists to pour into your country. ,0
218,"For for this <BOS> cause pay ye tribute also: for they are <EOS> God's ministers, attending continually upon this very thing. ",1
219,Myers is a symptom of <BOS> the <EOS> problem. ,1
220,“Many of your viewers may not remember that it never happened and we could very well be <BOS> treated to something <EOS> like that in the Gulf. ,1
221,Email This field is for validation purposes <BOS> and should be <EOS> left unchanged. ,1
222,"“The only information I have is it’s the bar on top of the Mandalay Bay,” dispatch continues before being asked if the shooter was <BOS> pinned down <EOS> or “just sheltering right now?” ",1
223,<BOS> The very <EOS> intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America. ,0
224,"Coupled with the high likelihood that this disease could spread globally by an infected traveler getting on a plane to Europe or America, health officials are now warning that the strain of plague which has already killed more than 140 Madagascar <BOS> could mutate and become untreatable <EOS>. ",0
225,"He knew from at least June 23, 2013 that McCarrick was a <BOS> serial predator <EOS>. ",0
226,"From January 2009 through May 2011 the New VDAWDI, calculated <BOS> using foreign-born and native-born employment <EOS> figures, grew by 5.5%. ",1
227,<BOS> Who should <EOS> replace Nikki Haley as our ambassador to the U.N.? ,1
228,"<BOS> Submit to those who lie continuously, to them that steal and even kill <EOS>? ",0
229,"Many of us are <BOS> not lawyers, <EOS> but we know Brett Kavanaugh as a person. ",1
230,"It doesn’t have to be this way, and we <BOS> urge lawmakers <EOS> to act.” ",1
231,"So, as Fastiggi and Goldstein would have it, all the tumult triggered by AL is just a misunderstanding caused by uninformed people who haven’t consulted the Latin text—including <BOS> those ignorant Vatican translators <EOS>. ",0
232,"They’ve attacked from the front, sending the Roman pagans, French Revolutionaries, and British <BOS> American <EOS> secularists. ",1
233,"“Our dedicated officers strive to make our communities safer by arresting convicted criminal aliens and removing them from the United States despite the reckless sanctuary policies that are currently in place in Cook County that put <BOS> our communities <EOS> at risk,” said Ricardo Wong, field office director of ERO Chicago. ",0
234,"I'm not a fan of Senator Lindsey Graham (R-SC), and he's my senator, but I have to tell you that he was right on point on Thursday when he berated Senate Democrats in their relentless assault on Judge Brett Kavanaugh while at the same time <BOS> believing every word of Dr. Christine Ford without any evidence <EOS>. ",0
235,"Moreover, both Robert Mueller and current deputy Attorney General Rod Rosenstein were directly involved – and current Attorney General Jeff Sessions and <BOS> other Justice Department officials <EOS> appear to be covering for them. ",1
236,That is <BOS> profoundly irresponsible journalism – fake news – that should be of the gravest concern to readers <EOS>. ,0
237,We have previously shown that the Guardian even uses fascist propaganda tropes <BOS> to smear <EOS> the Russian people. ,0
238,<BOS> I believe that Archbishop Viganò’s precious testimony is a sign that Heaven itself is now responding to the “need for justice” in the Church <EOS>. ,0
239,Perhaps the most astonishing aspect of this <BOS> little incident <EOS> is just how completely blind the US bishops – as with nearly all the episcopate – are to what political analysts call the “optics”. ,0
240,"<BOS> equipment, <EOS> consulting. ",1
241,"“Outbreaks, generally, are managed reactively by ‘firefighting <BOS> teams’, deployed to clear houses of fleas, identify and treat cases and give pre-emptive treatment to <EOS> contacts at risk. ",1
242,"The missive is signed by Senate Minority Leader Chuck Schumer (D-N.Y.), Sen. Mark Warner (D-Va.), who is vice chairman of the Senate <BOS> Select Committee on Intelligence, House Minority Leader <EOS> Nancy Pelosi (D-Calif.), and Adam Schiff (D-Calif.), who is ranking member of the House Permanent Select Committee on Intelligence. ",1
243,"So, just how far is <BOS> “the farthest <EOS> ever”? ",1
244,<BOS> That explains the effort of “The Great Left Hope” to have his client’s felony gun possession conviction tossed <EOS>. ,0
245,"In the wake of Hurricane Maria’s <BOS> wrath <EOS>, Puerto Rico remains devastated. ",0
246,"The bizarre <BOS> “sonic attacks” <EOS> against diplomats began in Cuba, but have now spread to other countries with over 200 illnesses reported. ",0
247,"“I talked <BOS> to him about it to <EOS> make sure he was on the same page as we are,” Giuliani said, and the president indicated he was not ordering Sessions to act. ",1
248,"But the dramatic act of extending his hand to one of America's longtime adversaries will forever illustrate <BOS> Trump's gut-driven, norm-shattering tenure <EOS>. ",0
249,"When he created the commission, Francis said: “The commission’s specific task is to propose to me the most opportune initiatives for protecting minors and vulnerable adults, in order that we may do everything possible to ensure that crimes such as those which have occurred are no longer repeated in the <BOS> Church.” <EOS> ",1
250,"<BOS> Habitual lying in effect changes you into a different kind of being, one that is by nature an opponent of Truth, ordered against <EOS> Truth. ",1
251,Patel's crime was failing to disclose his trips <BOS> to Jordan when he was trying to join the Army and Air Force in December 2016 and January <EOS> 2017. ,1
252,"Putting your legal hat on, objectively speaking, yes they knew, the evidence will <BOS> prove it based on the documents <EOS> and your client, crimes committed on a high level? ",1
253,"<BOS> What you want to do is destroy this guy's life, hold this seat open and hope you win in 2020 <EOS>.” ",0
254,"“We are grateful for the public health emergency declaration in Puerto Rico and the U.S. Virgin Islands, <BOS> but more can and should be done to help Americans impacted by these disasters <EOS>.” ",0
255,"He was previously convicted twice of drug <BOS> possession, and he has pending criminal charges for sexually assaulting <EOS> a child. ",1
256,I would be surprised <BOS> now if we were not see more of this sort <EOS> of letter/exercise of conscience. ,1
257,"Beyond pressuring <BOS> our <EOS> allies, consider these specific steps President Trump has taken against Russia: ",0
258,"When Trump promised to add “mental health” regulations to gun purchases and ownership, <BOS> he opened Pandora’s Box <EOS>. ",0
259,President Trump hired him <BOS> knowing all of <EOS> that. ,1
260,But the plaintiffs aren’t looking <BOS> for flexibility. <EOS> ,1
261,"<BOS> One – the easiest one maybe – chop their head off, that’s the easiest. Second – burn them to death. Third – throw ’em off a cliff. Fourth – tear down a wall on them so they die under that. Fifth – a combination of the above <EOS>.” ",0
262,"Though <BOS> more details <EOS> are being released each day, Paddock’s motives remain unclear. ",1
263,"“Dem Candidate Ilhan Omar Defending Tweet On ‘<BOS> The Evil Doings Of Israel <EOS>,’” by Frank Camp, Daily Wire, October 28, 2018: ",0
264,"In 2011, Obama precipitously removed the remaining U.S. combat troops from Iraq, <BOS> giving rise to ISIS’s re-emergence in Iraq <EOS> from its bases in Syria. ",0
265,"Meanwhile, as Fastiggi and Goldstein labor to convince us that nothing is amiss with AL, Pope Bergoglio is sending clear signals of concern about the rising opposition among the <BOS> faithful to his master plan to subvert the Church according to his <EOS> false notion of mercy. ",1
